Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1922/07/01,1922,07,01,BSN192207010,Brooklyn Dodgers,Boston Braves,Braves Field,Paul Sentell,Barry McCormick,(none),(none),,,Paul Sentell;Barry McCormick,,
1922/07/04,1922,07,04,BSN192207040,Philadelphia Phillies,Boston Braves,Braves Field,Barry McCormick,Paul Sentell,(none),(none),,,Barry McCormick;Paul Sentell,,
1922/07/25,1922,07,25,BSN192207250,Chicago Cubs,Boston Braves,Braves Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/07/26,1922,07,26,BSN192207261,Chicago Cubs,Boston Braves,Braves Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/07/26,1922,07,26,BSN192207262,Chicago Cubs,Boston Braves,Braves Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/07/27,1922,07,27,BSN192207270,Chicago Cubs,Boston Braves,Braves Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/07/28,1922,07,28,BSN192207280,Chicago Cubs,Boston Braves,Braves Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/07/29,1922,07,29,BSN192207291,Cincinnati Reds,Boston Braves,Braves Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,,
1922/07/29,1922,07,29,BSN192207292,Cincinnati Reds,Boston Braves,Braves Field,Bill Klem,Paul Sentell,(none),(none),,,Bill Klem;Paul Sentell,,
1922/07/31,1922,07,31,BSN192207310,Cincinnati Reds,Boston Braves,Braves Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,,
1922/08/01,1922,08,01,BSN192208010,Cincinnati Reds,Boston Braves,Braves Field,Bill Klem,Paul Sentell,(none),(none),,,Bill Klem;Paul Sentell,,
1922/08/03,1922,08,03,BSN192208030,Pittsburgh Pirates,Boston Braves,Braves Field,Cy Rigler,Barry McCormick,(none),(none),,,Cy Rigler;Barry McCormick,,
1922/08/04,1922,08,04,BSN192208040,Pittsburgh Pirates,Boston Braves,Braves Field,Barry McCormick,Cy Rigler,(none),(none),,,Barry McCormick;Cy Rigler,,
1922/08/05,1922,08,05,BSN192208050,Pittsburgh Pirates,Boston Braves,Braves Field,Cy Rigler,Barry McCormick,(none),(none),,,Cy Rigler;Barry McCormick,,
1922/08/07,1922,08,07,BSN192208070,St. Louis Cardinals,Boston Braves,Braves Field,Bob Hart,Hank O'Day,(none),(none),,,Bob Hart;Hank O'Day,,
1922/08/09,1922,08,09,BSN192208091,St. Louis Cardinals,Boston Braves,Braves Field,Hank O'Day,Bob Hart,(none),(none),,,Hank O'Day;Bob Hart,,
1922/08/09,1922,08,09,BSN192208092,St. Louis Cardinals,Boston Braves,Braves Field,Bob Hart,Hank O'Day,(none),(none),,,Bob Hart;Hank O'Day,,
1922/08/10,1922,08,10,BSN192208100,St. Louis Cardinals,Boston Braves,Braves Field,Hank O'Day,Bob Hart,(none),(none),,,Hank O'Day;Bob Hart,,
1922/08/30,1922,08,30,BSN192208301,Philadelphia Phillies,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1922/08/30,1922,08,30,BSN192208302,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1922/08/31,1922,08,31,BSN192208311,Philadelphia Phillies,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1922/08/31,1922,08,31,BSN192208312,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,,
1922/09/01,1922,09,01,BSN192209011,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1922/09/02,1922,09,02,BSN192209021,Philadelphia Phillies,Boston Braves,Braves Field,Barry McCormick,Bob Emslie,(none),(none),,,Barry McCormick;Bob Emslie,Goldie Rapp ejected by Barry McCormick,
1922/09/02,1922,09,02,BSN192209022,Philadelphia Phillies,Boston Braves,Braves Field,Bob Hart,Bob Emslie,(none),(none),,,Bob Hart;Bob Emslie,,
1922/09/05,1922,09,05,BSN192209051,New York Giants,Boston Braves,Braves Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,,
1922/09/05,1922,09,05,BSN192209052,New York Giants,Boston Braves,Braves Field,Bill Klem,Paul Sentell,(none),(none),,,Bill Klem;Paul Sentell,,
1922/09/06,1922,09,06,BSN192209060,New York Giants,Boston Braves,Braves Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,,
1922/09/13,1922,09,13,BSN192209131,Pittsburgh Pirates,Boston Braves,Braves Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/09/13,1922,09,13,BSN192209132,Pittsburgh Pirates,Boston Braves,Braves Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/09/14,1922,09,14,BSN192209140,Pittsburgh Pirates,Boston Braves,Braves Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/09/15,1922,09,15,BSN192209150,Pittsburgh Pirates,Boston Braves,Braves Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/09/16,1922,09,16,BSN192209160,St. Louis Cardinals,Boston Braves,Braves Field,Barry McCormick,Charlie Moran,(none),(none),,,Barry McCormick;Charlie Moran,,
1922/09/18,1922,09,18,BSN192209180,St. Louis Cardinals,Boston Braves,Braves Field,Charlie Moran,Barry McCormick,(none),(none),,,Charlie Moran;Barry McCormick,,
1922/09/19,1922,09,19,BSN192209190,St. Louis Cardinals,Boston Braves,Braves Field,Barry McCormick,Charlie Moran,(none),(none),,,Barry McCormick;Charlie Moran,,
1922/09/20,1922,09,20,BSN192209201,Cincinnati Reds,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1922/09/21,1922,09,21,BSN192209211,Cincinnati Reds,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1922/09/21,1922,09,21,BSN192209212,Cincinnati Reds,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,Jake Daubert ejected by Barry McCormick;Pat Duncan ejected by Barry McCormick,
1922/09/22,1922,09,22,BSN192209221,Cincinnati Reds,Boston Braves,Braves Field,Barry McCormick,Bob Hart,(none),(none),,,Barry McCormick;Bob Hart,,
1922/09/22,1922,09,22,BSN192209222,Cincinnati Reds,Boston Braves,Braves Field,Bob Hart,Barry McCormick,(none),(none),,,Bob Hart;Barry McCormick,Sam Bohne ejected by Bob Hart,
1922/09/23,1922,09,23,BSN192209231,Chicago Cubs,Boston Braves,Braves Field,Frederick Westervelt,Bob Hart,(none),(none),,,Frederick Westervelt;Bob Hart,Bob O'Farrell ejected by Bob Hart,
1922/09/23,1922,09,23,BSN192209232,Chicago Cubs,Boston Braves,Braves Field,Bob Hart,Frederick Westervelt,(none),(none),,,Bob Hart;Frederick Westervelt,,
1922/09/26,1922,09,26,BSN192209260,Brooklyn Dodgers,Boston Braves,Braves Field,Frederick Westervelt,Bob Hart,(none),(none),,,Frederick Westervelt;Bob Hart,,
1922/09/27,1922,09,27,BSN192209270,Brooklyn Dodgers,Boston Braves,Braves Field,Bob Hart,Frederick Westervelt,(none),(none),,,Bob Hart;Frederick Westervelt,,
1922/04/12,1922,04,12,CHA192204120,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1922/04/13,1922,04,13,CHA192204130,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1922/04/15,1922,04,15,CHA192204150,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1922/04/18,1922,04,18,CHA192204180,Detroit Tigers,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1922/05/02,1922,05,02,CHA192205020,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Dick Nallin,George Moriarty,(none),Billy Evans,,,Dick Nallin;George Moriarty;Billy Evans,,
1922/05/04,1922,05,04,CHA192205040,Cleveland Guardians,Chicago White Sox,Comiskey Park I,George Moriarty,Billy Evans,(none),Dick Nallin,,,George Moriarty;Billy Evans;Dick Nallin,,
1922/05/05,1922,05,05,CHA192205050,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Billy Evans,Dick Nallin,(none),George Moriarty,,,Billy Evans;Dick Nallin;George Moriarty,Stuffy McInnis ejected by Dick Nallin,
1922/05/26,1922,05,26,CHA192205260,St.Louis Browns,Chicago White Sox,Comiskey Park I,Brick Owens,Ed Walsh,(none),Frank Wilson,,,Brick Owens;Ed Walsh;Frank Wilson,,
1922/05/27,1922,05,27,CHA192205271,St.Louis Browns,Chicago White Sox,Comiskey Park I,Ed Walsh,Frank Wilson,(none),Brick Owens,,,Ed Walsh;Frank Wilson;Brick Owens,,
1922/05/27,1922,05,27,CHA192205272,St.Louis Browns,Chicago White Sox,Comiskey Park I,Frank Wilson,Brick Owens,(none),Ed Walsh,,,Frank Wilson;Brick Owens;Ed Walsh,,
1922/05/28,1922,05,28,CHA192205280,St.Louis Browns,Chicago White Sox,Comiskey Park I,Brick Owens,Ed Walsh,(none),Frank Wilson,,,Brick Owens;Ed Walsh;Frank Wilson,,
1922/06/06,1922,06,06,CHA192206060,New York Yankees,Chicago White Sox,Comiskey Park I,George Hildebrand,Frank Wilson,(none),Ollie Chill,,,George Hildebrand;Frank Wilson;Ollie Chill,,
1922/06/07,1922,06,07,CHA192206070,New York Yankees,Chicago White Sox,Comiskey Park I,Frank Wilson,Ollie Chill,(none),George Hildebrand,,,Frank Wilson;Ollie Chill;George Hildebrand,Bibb Falk ejected by Frank Wilson;Hervey McClellan ejected by Frank Wilson,
1922/06/08,1922,06,08,CHA192206080,New York Yankees,Chicago White Sox,Comiskey Park I,Ollie Chill,George Hildebrand,(none),(none),,,Ollie Chill;George Hildebrand,,
1922/06/09,1922,06,09,CHA192206090,New York Yankees,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),(none),,,George Hildebrand;Ollie Chill,,
1922/06/10,1922,06,10,CHA192206100,Boston Red Sox,Chicago White Sox,Comiskey Park I,Ollie Chill,George Hildebrand,(none),(none),,,Ollie Chill;George Hildebrand,,
1922/06/11,1922,06,11,CHA192206110,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),(none),,,George Hildebrand;Ollie Chill,,
1922/06/12,1922,06,12,CHA192206120,Boston Red Sox,Chicago White Sox,Comiskey Park I,Ollie Chill,George Hildebrand,(none),(none),,,Ollie Chill;George Hildebrand,,
1922/06/13,1922,06,13,CHA192206130,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),(none),,,George Hildebrand;Ollie Chill,,
1922/06/14,1922,06,14,CHA192206140,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Billy Evans,Brick Owens,(none),Ed Walsh,,,Billy Evans;Brick Owens;Ed Walsh,,
1922/06/15,1922,06,15,CHA192206150,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Brick Owens,Ed Walsh,(none),Billy Evans,,,Brick Owens;Ed Walsh;Billy Evans,,
1922/06/16,1922,06,16,CHA192206160,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),Brick Owens,,,Ed Walsh;Billy Evans;Brick Owens,,
1922/06/17,1922,06,17,CHA192206170,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Billy Evans,Brick Owens,(none),Ed Walsh,,,Billy Evans;Brick Owens;Ed Walsh,,
1922/06/18,1922,06,18,CHA192206180,Washington Senators,Chicago White Sox,Comiskey Park I,Brick Owens,Ed Walsh,(none),Billy Evans,,,Brick Owens;Ed Walsh;Billy Evans,,
1922/06/19,1922,06,19,CHA192206190,Washington Senators,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),Brick Owens,,,Ed Walsh;Billy Evans;Brick Owens,,
1922/06/20,1922,06,20,CHA192206200,Washington Senators,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),Brick Owens,,,Ed Walsh;Billy Evans;Brick Owens,,
1922/06/21,1922,06,21,CHA192206210,Washington Senators,Chicago White Sox,Comiskey Park I,Brick Owens,Ed Walsh,(none),Billy Evans,,,Brick Owens;Ed Walsh;Billy Evans,,
1922/06/22,1922,06,22,CHA192206220,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),Brick Owens,,,Ed Walsh;Billy Evans;Brick Owens,,
1922/06/23,1922,06,23,CHA192206230,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Billy Evans,Brick Owens,(none),Ed Walsh,,,Billy Evans;Brick Owens;Ed Walsh,,
1922/06/24,1922,06,24,CHA192206240,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Ed Walsh,(none),Billy Evans,,,Brick Owens;Ed Walsh;Billy Evans,,
1922/06/25,1922,06,25,CHA192206250,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),Brick Owens,,,Ed Walsh;Billy Evans;Brick Owens,Tris Speaker ejected by Ed Walsh,
1922/07/01,1922,07,01,CHA192207010,Detroit Tigers,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),(none),,,Ed Walsh;Billy Evans,,
1922/07/02,1922,07,02,CHA192207020,Detroit Tigers,Chicago White Sox,Comiskey Park I,Billy Evans,Ed Walsh,(none),(none),,,Billy Evans;Ed Walsh,,
1922/07/03,1922,07,03,CHA192207031,Detroit Tigers,Chicago White Sox,Comiskey Park I,Ed Walsh,Billy Evans,(none),(none),,,Ed Walsh;Billy Evans,,
1922/07/03,1922,07,03,CHA192207032,Detroit Tigers,Chicago White Sox,Comiskey Park I,Billy Evans,Ed Walsh,(none),(none),,,Billy Evans;Ed Walsh,,
1922/07/25,1922,07,25,CHA192207250,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Moriarty,(none),(none),,,Bill Dinneen;George Moriarty,,
1922/07/26,1922,07,26,CHA192207260,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Moriarty,(none),(none),,,Bill Dinneen;George Moriarty,,
1922/07/27,1922,07,27,CHA192207270,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Moriarty,(none),(none),,,Bill Dinneen;George Moriarty,,
1922/07/28,1922,07,28,CHA192207280,Boston Red Sox,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Moriarty,(none),(none),,,Bill Dinneen;George Moriarty,,
1922/07/29,1922,07,29,CHA192207290,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Moriarty,(none),(none),,,Bill Dinneen;George Moriarty,,
1922/07/30,1922,07,30,CHA192207300,New York Yankees,Chicago White Sox,Comiskey Park I,George Moriarty,Bill Dinneen,(none),(none),,,George Moriarty;Bill Dinneen,,
1922/07/31,1922,07,31,CHA192207310,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,George Moriarty,(none),(none),,,Bill Dinneen;George Moriarty,,
1922/08/02,1922,08,02,CHA192208020,Washington Senators,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1922/08/03,1922,08,03,CHA192208030,Washington Senators,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1922/08/04,1922,08,04,CHA192208040,Washington Senators,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1922/08/05,1922,08,05,CHA192208050,Washington Senators,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1922/08/06,1922,08,06,CHA192208060,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1922/08/07,1922,08,07,CHA192208070,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1922/08/08,1922,08,08,CHA192208080,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Dick Nallin,Tommy Connolly,(none),(none),,,Dick Nallin;Tommy Connolly,,
1922/08/09,1922,08,09,CHA192208090,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,Tommy Connolly,Dick Nallin,(none),(none),,,Tommy Connolly;Dick Nallin,,
1922/08/12,1922,08,12,CHA192208120,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Hildebrand,George Moriarty,(none),(none),,,George Hildebrand;George Moriarty,,
1922/08/13,1922,08,13,CHA192208130,St.Louis Browns,Chicago White Sox,Comiskey Park I,George Moriarty,George Hildebrand,(none),(none),,,George Moriarty;George Hildebrand,,
1922/09/04,1922,09,04,CHA192209041,Detroit Tigers,Chicago White Sox,Comiskey Park I,Bill Guthrie,Brick Owens,(none),(none),,,Bill Guthrie;Brick Owens,,
1922/09/04,1922,09,04,CHA192209042,Detroit Tigers,Chicago White Sox,Comiskey Park I,Brick Owens,Bill Guthrie,(none),(none),,,Brick Owens;Bill Guthrie,,
1922/09/05,1922,09,05,CHA192209051,Detroit Tigers,Chicago White Sox,Comiskey Park I,Bill Guthrie,Brick Owens,(none),(none),,,Bill Guthrie;Brick Owens,,
1922/09/05,1922,09,05,CHA192209052,Detroit Tigers,Chicago White Sox,Comiskey Park I,Brick Owens,Bill Guthrie,(none),(none),,,Brick Owens;Bill Guthrie,,
1922/09/06,1922,09,06,CHA192209060,Detroit Tigers,Chicago White Sox,Comiskey Park I,Bill Guthrie,Brick Owens,(none),(none),,,Bill Guthrie;Brick Owens,George Cutshaw ejected by Brick Owens,
1922/09/07,1922,09,07,CHA192209070,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Bill Guthrie,(none),(none),,,Brick Owens;Bill Guthrie,,
1922/09/08,1922,09,08,CHA192209080,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Bill Guthrie,Brick Owens,(none),(none),,,Bill Guthrie;Brick Owens,,
1922/09/09,1922,09,09,CHA192209090,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Bill Dinneen,(none),(none),,,Brick Owens;Bill Dinneen,,
1922/09/12,1922,09,12,CHA192209120,Cleveland Guardians,Chicago White Sox,Comiskey Park I,Brick Owens,Ollie Chill,(none),(none),,,Brick Owens;Ollie Chill,,
1922/09/13,1922,09,13,CHA192209131,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Ollie Chill,(none),(none),,,Bill Dinneen;Ollie Chill,,
1922/09/13,1922,09,13,CHA192209132,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Ollie Chill,(none),(none),,,Bill Dinneen;Ollie Chill,,
1922/09/14,1922,09,14,CHA192209140,New York Yankees,Chicago White Sox,Comiskey Park I,Bill Dinneen,Ollie Chill,(none),(none),,,Bill Dinneen;Ollie Chill,,
1922/09/15,1922,09,15,CHA192209150,New York Yankees,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),Bill Dinneen,,,George Hildebrand;Ollie Chill;Bill Dinneen,,
1922/09/16,1922,09,16,CHA192209160,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),(none),,,George Hildebrand;Ollie Chill,,
1922/09/17,1922,09,17,CHA192209170,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),(none),,,George Hildebrand;Ollie Chill,,
1922/09/18,1922,09,18,CHA192209180,Boston Red Sox,Chicago White Sox,Comiskey Park I,George Hildebrand,Ollie Chill,(none),(none),,,George Hildebrand;Ollie Chill,,
1922/09/20,1922,09,20,CHA192209201,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,George Moriarty,Bill Guthrie,(none),(none),,,George Moriarty;Bill Guthrie,,
1922/09/21,1922,09,21,CHA192209210,Philadelphia Athletics,Chicago White Sox,Comiskey Park I,George Moriarty,Bill Guthrie,(none),(none),,,George Moriarty;Bill Guthrie,,
1922/09/22,1922,09,22,CHA192209220,Washington Senators,Chicago White Sox,Comiskey Park I,Bill Guthrie,George Moriarty,(none),(none),,,Bill Guthrie;George Moriarty,,
1922/09/23,1922,09,23,CHA192209230,Washington Senators,Chicago White Sox,Comiskey Park I,George Moriarty,Bill Guthrie,(none),(none),,,George Moriarty;Bill Guthrie,,
1922/09/24,1922,09,24,CHA192209240,Washington Senators,Chicago White Sox,Comiskey Park I,Bill Guthrie,George Moriarty,(none),(none),,,Bill Guthrie;George Moriarty,,
1922/04/20,1922,04,20,CHN192204200,Cincinnati Reds,Chicago Cubs,Wrigley Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/04/21,1922,04,21,CHN192204210,Cincinnati Reds,Chicago Cubs,Wrigley Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/04/22,1922,04,22,CHN192204220,Cincinnati Reds,Chicago Cubs,Wrigley Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/04/23,1922,04,23,CHN192204230,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Bill Klem,Paul Sentell,(none),(none),,,Bill Klem;Paul Sentell,,
1922/04/24,1922,04,24,CHN192204240,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,,
1922/04/26,1922,04,26,CHN192204260,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Bill Klem,Paul Sentell,(none),(none),,,Bill Klem;Paul Sentell,,
1922/04/27,1922,04,27,CHN192204270,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/04/28,1922,04,28,CHN192204280,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Ernie Quigley,Charlie Moran,(none),(none),,,Ernie Quigley;Charlie Moran,,
1922/04/29,1922,04,29,CHN192204290,St. Louis Cardinals,Chicago Cubs,Wrigley Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,George Maisel ejected by Ernie Quigley;Oscar Dugey ejected by Ernie Quigley;Bill Killefer ejected by Ernie Quigley,
1922/05/07,1922,05,07,CHN192205070,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,Charlie Moran,Ernie Quigley,(none),(none),,,Charlie Moran;Ernie Quigley,,
1922/05/09,1922,05,09,CHN192205090,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Barry McCormick,Cy Rigler,(none),Cy Pfirman,,,Barry McCormick;Cy Rigler;Cy Pfirman,,
1922/05/10,1922,05,10,CHN192205100,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Cy Rigler,Cy Pfirman,(none),Barry McCormick,,,Cy Rigler;Cy Pfirman;Barry McCormick,,
1922/05/11,1922,05,11,CHN192205110,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Cy Pfirman,Barry McCormick,(none),Cy Rigler,,,Cy Pfirman;Barry McCormick;Cy Rigler,,
1922/05/12,1922,05,12,CHN192205120,Philadelphia Phillies,Chicago Cubs,Wrigley Field,Barry McCormick,Cy Rigler,(none),Cy Pfirman,,,Barry McCormick;Cy Rigler;Cy Pfirman,,
1922/05/13,1922,05,13,CHN192205130,New York Giants,Chicago Cubs,Wrigley Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,,
1922/05/14,1922,05,14,CHN192205140,New York Giants,Chicago Cubs,Wrigley Field,Bill Klem,Paul Sentell,(none),(none),,,Bill Klem;Paul Sentell,,
1922/05/15,1922,05,15,CHN192205150,New York Giants,Chicago Cubs,Wrigley Field,Paul Sentell,Bill Klem,(none),(none),,,Paul Sentell;Bill Klem,Tony Kaufmann ejected by Paul Sentell;Jigger Statz ejected by Paul Sentell,
